thanks	(10,57),(1,6),(41,48),(40,47),(53,28),(1,7),(12,33),(54,3),(4,47),(45,59)	116	

Arousi	(42,15),(40,31),(49,14),(49,18),(52,24),(54,46),(46,48),(21,38),(46,59)	116	

Bela		116	

nice	(44,30),(30,28),(45,21),(11,51),(2,37),(18,52),(30,40),(33,14),(34,16),(51,15),(38,55),(59,53)	116	

7elwa	(31,29),(13,26),(55,52),(47,54),(10,1),(46,56),(56,56)	116	

not nice	(44,6),(48,18),(15,15),(20,47),(27,48),(6,24),(34,36)	116	

not nice	(20,3),(6,33),(23,45),(25,23),(15,46)	116	

Ahmed	(16,17),(43,6),(40,50),(29,28),(40,26),(51,6),(8,56),(17,49),(35,10),(40,34)	116	

thanks	(11,56),(10,29),(34,29),(29,39)	116	

Fathy	(15,3),(8,2),(16,3),(45,9),(18,26),(0,35),(40,44),(54,57),(31,31),(10,42),(36,5),(36,39),(11,41)	116	

nice	(19,0),(14,37),(6,47),(13,27),(38,16),(47,59),(26,47),(12,2)	116	

7elwa	(59,47),(20,33),(25,9),(38,31)	116	

Abdallah	(17,34),(0,11),(10,31),(46,32),(5,24),(20,5),(50,40),(40,54),(27,33),(11,43),(23,42),(55,29),(24,12),(5,32)	116	

Body		116	

balwa		116	

Fathy		116	

thanks	(15,40)	116	

Hela	(58,48),(45,50),(54,37)	116	

Hela	(4,7),(9,31),(42,40),(33,18),(46,12),(48,39)	116	

Bela	(58,1),(42,43),(10,21),(57,35),(21,13)	116	

Bela	(19,19),(56,2)	116	

Hela	(24,45),(6,52),(1,6),(56,49),(9,18),(45,52),(37,30),(25,1),(50,50),(44,31),(38,55),(38,27)	117	

not nice		117	

balwa	(40,7),(9,44)	117	

nice	(0,31),(6,46),(19,5),(41,2)	117	

nice	(10,32),(10,51),(52,52),(14,17),(36,9),(57,54),(1,9),(11,40),(0,35)	117	

7elwa	(6,50),(29,0),(18,35),(23,6),(28,33),(24,23),(19,47),(46,43),(0,42),(22,46)	117	

Esso	(51,32),(58,20)	117	

balwa	(22,41),(17,22),(27,59),(15,53),(5,39),(16,44),(42,24),(21,15),(47,21),(7,5),(8,54)	117	

Ahmed	(52,58),(22,39),(22,22),(1,7),(24,34),(34,18),(55,47),(31,38),(38,17),(21,26)	117	

Abdallah	(51,31),(41,36),(54,47),(21,45),(33,35),(12,29),(50,10),(9,8),(6,10),(13,56),(4,56),(16,21),(18,33)	117	

Body	(29,4),(57,21),(45,1),(24,54),(8,24)	117	

Fathy	(19,40),(46,7),(48,6),(33,11)	117	

not nice	(20,44),(49,31),(5,39),(45,40),(10,24),(53,13),(9,36)	117	

Ahmed	(19,22),(51,58),(44,40)	117	

not nice	(23,24),(7,13),(30,18)	117	

Hela		117	

7elwa	(14,11),(35,17)	117	

not nice		117	

7elwa	(46,55),(1,43),(51,17),(3,47),(4,24),(56,32),(58,42),(35,31)	117	

7elwa	(57,18),(13,52),(0,34),(52,41),(37,28),(51,39),(28,53),(32,24),(0,49),(46,24),(28,52),(45,1),(9,30)	117	

Ahmed	(53,57),(15,48),(15,16),(24,25),(59,20)	118	

balwa	(10,40),(47,35),(22,53),(40,36),(40,24),(12,48),(32,3),(26,35),(9,20),(24,23),(1,25),(41,25),(8,15),(34,55)	118	

nice		118	

Hela	(8,55),(8,57),(10,55)	118	

thanks	(27,4),(11,15),(43,5),(56,27),(57,56),(53,32)	118	

Bela		118	

Bela		118	

nice	(31,21),(27,56),(15,53),(29,23),(33,32),(39,54),(24,50),(20,4),(40,21),(45,1),(44,1),(36,50)	118	

not nice	(6,37),(22,29),(55,35),(50,54),(21,24),(35,5)	118	

7elwa	(29,41),(16,36),(45,0),(5,13)	118	

Esso	(25,11),(42,17),(42,7),(19,17),(25,2),(38,55),(56,52)	118	

nice	(22,5),(9,42)	118	

not nice	(20,20),(28,46)	118	

Esso	(26,6),(18,39),(6,30),(55,29),(51,5),(19,31),(31,16),(38,48)	118	

Arousi	(41,54),(0,54),(19,33),(14,34),(15,32),(32,25),(50,50),(55,13),(59,6),(57,12),(55,10),(45,58),(12,5),(38,9),(14,57)	118	

Esso	(38,12),(27,18),(5,40),(58,16),(37,32),(20,46),(6,25),(2,1),(11,48),(45,42),(46,19),(59,46),(9,3),(53,5),(6,11)	118	

Esso	(35,53),(44,20),(27,56)	118	

nice	(58,54),(51,51),(30,56),(52,20),(31,47),(16,17),(36,6),(28,48),(6,26),(48,56),(7,8),(32,57)	118	

Body	(33,18),(39,28),(57,39),(32,9)	118	

Hela	(53,19),(0,5),(4,0),(27,28),(31,9),(23,59),(34,1),(32,58)	118	

Fathy	(19,42),(26,22),(21,28),(19,46),(33,33),(58,7),(42,57),(5,19),(51,37),(0,40),(18,1),(40,50),(0,19),(0,41),(55,5)	118	

Body	(16,11)	118	

Esso	(58,37)	118	

nice	(35,40),(14,58),(34,3),(44,44),(12,21),(59,5)	118	

Arousi	(7,20),(12,36),(25,39),(20,5),(40,29),(48,20),(1,47),(33,12),(11,10)	118	

thanks	(24,26),(50,47),(0,39),(4,55),(13,0),(39,37),(53,2),(9,14),(49,47)	118	

Bela	(55,33),(37,15),(57,26),(58,26),(6,9)	119	

nice	(10,16),(5,43),(53,39),(41,23),(10,59),(20,47),(8,39),(11,59),(7,29),(0,9),(16,49),(15,33)	119	

7elwa	(58,5),(19,44),(17,43),(57,55),(5,17),(40,14),(10,26),(18,32),(31,55),(44,26)	119	

Fathy		119	

nice	(19,52),(55,24),(21,46),(19,7),(49,36),(30,43),(22,49),(43,28),(23,47),(49,12),(7,20),(25,51),(21,44),(44,57)	119	

Esso	(8,21),(30,45),(7,51)	119	

nice	(50,30),(10,20),(27,50),(19,7),(58,29),(36,53),(28,25)	119	

Abdallah		119	

Body	(20,44),(29,9),(34,23),(37,2),(53,59),(12,57),(26,9),(35,6),(22,15),(58,16),(24,25)	119	

Bela	(8,43),(55,37),(30,29),(3,49),(42,40),(24,22),(33,40),(36,48),(19,8)	119	

Hela	(27,2),(33,48),(23,47),(40,42),(37,41),(53,33)	119	

Arousi	(26,20),(15,43),(41,32),(30,12),(7,7),(49,8),(15,1),(51,29),(32,28)	119	

7elwa	(13,31),(1,51)	119	

not nice	(40,34),(47,14),(45,31)	119	

Body	(24,45),(51,50),(35,48),(45,54),(46,15),(1,29)	119	

Abdallah	(22,16),(9,6),(21,14),(29,22),(13,44),(23,3)	119	

not nice	(5,31),(28,29)	119	

not nice	(56,22),(27,48),(38,34),(30,15),(2,38),(27,39),(23,42),(17,44),(32,23),(50,24),(45,33),(42,29),(2,48),(33,24),(59,7)	120	

balwa	(8,16),(44,29),(10,19),(5,31),(43,49),(26,25),(57,59),(51,15),(48,43),(11,39),(57,54),(9,42),(47,35),(27,37)	120	

nice	(32,26),(35,51),(45,12)	120	

Ahmed	(41,47),(18,38),(25,55),(3,10)	120	

Ahmed	(27,18),(26,31),(25,49),(55,1),(0,46),(51,4),(7,25),(36,33),(57,27),(22,16)	120	

Abdallah	(12,33),(22,56),(46,22),(9,9),(6,1),(50,1),(0,31),(7,44),(16,21),(5,25),(35,23),(1,37),(54,44)	120	

7elwa		120	

not nice	(13,34),(49,15),(7,53),(46,46),(49,10),(20,19),(35,10),(57,18)	120	

thanks	(46,16),(31,27),(19,40),(43,17),(49,15),(55,46),(50,51),(27,6),(45,26),(51,24),(39,3),(3,6),(47,1),(46,7)	120	

nice	(27,52),(8,30),(55,5),(17,4),(53,45),(50,2),(6,27)	120	

not nice	(6,51),(41,44),(33,59),(31,57),(25,29),(8,59),(15,31),(8,25),(8,43),(12,45)	120	

nice	(7,22),(52,49),(36,17)	120	

thanks	(28,47),(18,3),(0,15),(41,24),(19,30),(19,8),(20,13)	121	

7elwa	(59,26),(57,57),(1,25),(26,7),(4,14),(27,7),(0,43),(13,16),(48,56),(17,41),(54,0),(41,31),(11,8)	121	

not nice	(31,24),(5,19),(47,35),(24,9)	121	

balwa	(50,42),(57,50),(47,48),(53,23),(49,59),(55,49),(45,36),(54,34),(2,47),(37,8),(54,33),(40,32)	121	

7elwa	(42,37),(41,7),(49,19),(13,15),(57,12),(19,39),(50,41),(51,57),(8,9),(28,55),(21,38),(37,43),(23,23)	121	

thanks	(32,34),(12,20),(14,15),(54,57),(6,38),(10,53),(15,18),(29,6)	121	

thanks	(18,20),(1,50)	121	

Body	(36,55),(54,0),(21,41),(59,50),(37,3)	121	

balwa	(39,32),(46,22)	121	

Hela	(41,29),(58,23),(48,36),(50,43),(35,38),(28,35),(36,6),(18,18),(1,36),(9,43),(1,26),(40,41),(33,12),(26,6),(21,14)	121	

7elwa	(7,25),(20,6),(16,35),(10,20),(34,11),(17,59),(37,4),(19,15),(2,56),(32,2),(24,10),(39,3),(10,12),(51,0)	121	

Ahmed	(41,47),(5,11),(38,49),(53,52),(20,5),(4,12)	121	

balwa	(49,32),(17,30),(41,20),(45,54),(17,30),(25,52)	122	

nice	(53,8),(37,4),(17,32),(42,16),(56,45),(17,30),(13,11),(24,39),(32,3),(54,56)	122	

balwa	(13,50),(32,55),(51,23),(38,21),(5,20),(52,6),(27,36),(23,4),(49,13),(34,23),(14,18),(47,16)	122	

thanks	(12,50),(30,55),(29,31),(19,19),(17,19),(42,28),(18,6),(52,10),(30,2),(38,28),(0,17),(38,48),(3,17),(56,48),(19,6)	122	

Body	(7,14),(46,32),(30,33),(46,17),(50,24),(26,44),(3,45),(55,31),(50,46),(29,56),(48,34),(19,36),(30,4),(18,1)	122	

thanks	(39,27),(54,1),(15,1),(51,39),(7,3),(6,54),(8,14)	122	

nice	(17,40),(32,34),(35,27),(24,18),(9,7),(1,20),(37,58),(51,28),(50,55),(16,32),(11,58)	122	



Page page2 has the following tuples:

not nice	(56,54),(53,33),(53,56),(37,48),(40,12),(53,31),(17,19)	122	

thanks	(41,2),(22,59),(47,12),(29,6),(57,40)	122	

Arousi	(33,6),(53,25),(4,41),(15,55),(8,49),(55,49),(51,40)	122	

not nice	(13,36),(36,43),(49,19),(25,41),(32,37),(34,46),(27,42),(11,52),(4,32),(52,16),(26,48),(33,32)	122	

balwa	(28,59),(12,50),(52,19),(31,2),(45,37),(41,46)	122	

Bela	(2,32),(51,34),(46,14)	122	

Arousi	(40,35),(17,6),(50,53),(50,18),(22,56),(53,21),(35,12),(1,53)	122	

Hela	(43,10),(11,58),(49,39),(36,29),(39,1),(30,35),(16,40),(32,47),(10,39),(25,11),(6,14),(16,44)	122	

thanks	(38,52),(37,28),(53,27),(29,48)	122	

Esso	(49,27),(9,35),(39,9),(17,53),(56,53),(19,48),(56,43)	122	

Arousi	(27,53),(10,57),(51,55)	122	

balwa	(31,37),(14,11),(41,56),(43,16),(47,59),(42,39),(30,20),(28,57),(13,59),(14,1),(29,27),(31,32),(24,53)	122	

7elwa	(17,50),(19,59),(15,14),(27,42)	122	

balwa	(9,40),(18,28),(27,25),(23,37),(3,47),(12,39),(7,8),(12,56),(56,50),(1,37),(19,3),(49,46),(33,52)	122	

Body	(29,52),(25,9),(14,15),(32,56),(57,53),(51,37)	122	

7elwa		122	

nice		122	

nice	(31,10),(58,18),(46,33),(39,37)	122	

Esso	(40,22),(16,3),(6,51),(1,17),(16,33),(51,6),(48,42),(20,45),(53,14),(20,57)	122	

Hela	(24,22),(9,21),(30,48),(5,29)	123	

7elwa	(8,18),(45,36),(23,43),(29,35),(15,6),(18,11),(10,59),(40,41),(31,13),(29,16),(8,41),(19,53),(26,40),(13,56),(58,8)	123	

Hela	(53,57),(30,15),(30,57),(17,37),(2,41),(59,31),(45,27),(44,40),(12,40),(22,43),(43,7),(35,27),(5,27),(21,26)	123	

balwa	(52,7)	123	

Hela	(8,48),(27,3)	123	

not nice	(26,40),(35,47),(4,28),(7,56),(39,46),(27,27),(33,0)	123	

Body	(15,35),(24,3),(3,31)	123	

Hela	(22,17),(33,5),(37,35),(26,44),(8,19)	123	

Abdallah		123	

Abdallah	(2,57),(56,17),(18,1),(27,6),(24,50),(21,44),(40,23),(38,18),(33,2),(35,28),(55,11)	123	

Arousi	(39,43),(12,14),(12,40)	123	

nice	(17,3),(12,55),(22,28),(16,25),(7,10),(15,39),(16,22),(39,9),(54,20),(18,6),(7,22),(43,26),(14,42)	123	

Body	(55,31)	123	

Bela	(10,1),(37,15),(36,27),(4,52),(12,30),(47,34),(10,36),(30,13),(1,0),(23,37),(22,38),(9,1),(8,31),(24,45)	123	

nice	(17,29),(50,54),(31,40),(44,21),(5,37),(24,45),(55,38)	123	

Fathy	(2,13),(3,3),(3,34),(29,5),(2,47),(21,19),(28,50),(20,17),(40,2),(21,51)	123	

balwa	(47,56),(53,28)	124	

balwa	(30,53),(57,9),(25,45),(29,12),(20,23),(46,32),(27,11),(50,23),(29,34),(5,49)	124	

not nice	(5,47),(35,24)	124	

Esso	(56,18),(16,27),(46,59),(36,16),(30,27),(7,17),(2,16),(31,20),(46,14)	124	

balwa	(23,39)	124	

thanks	(11,14),(0,44),(0,31)	124	

7elwa	(3,3),(30,47),(27,0),(55,40),(3,49),(27,9)	124	

Ahmed	(50,18),(26,7),(1,24),(21,24),(43,15),(48,45),(18,10),(38,45),(34,4),(10,9),(33,20),(59,35),(11,47)	124	

balwa		124	

Arousi	(23,48),(55,39),(17,15),(37,53),(29,41),(44,18),(6,19),(21,8)	124	

nice	(11,3),(17,55),(0,22),(7,20),(33,0),(37,4),(33,50),(9,9),(30,35),(19,1),(43,38),(7,31),(55,13),(51,37),(32,8)	124	

Ahmed	(56,27),(41,20),(3,49),(0,12),(9,29),(48,7)	124	

not nice	(58,17),(36,50),(57,50),(44,7),(5,58),(55,6),(28,58),(56,19),(11,6),(55,54),(48,20),(41,43)	124	

not nice	(21,54),(17,53),(39,54),(9,48),(50,45),(23,52),(12,32),(2,38)	124	

7elwa	(38,52),(28,11),(23,48),(38,17),(5,31),(20,17),(28,29),(39,16),(22,2),(10,26),(48,22),(38,45)	124	







